x0,x1,x2,y,x3,x4
A6,29.0,A4,0.0,0.0,0.01
A8,16.0,A10,0.0,0.0,0.23
A3,32.0,A4,0.0,0.0,0.05
A10,22.0,A7,0.08,0.03,0.0
A4,33.0,A2,0.29,0.16,0.0
A4,28.0,A6,0.22,0.21,0.0
A3,32.0,A4,0.0,,0.01
A17,22.0,A0,0.04,,0.0
A17,22.0,A0,0.05,,0.0
A9,29.0,A9,0.05,0.11,0.0
A17,22.0,A6,0.23,,0.0
A3,27.0,A1,0.02,0.0,0.0
A17,22.0,A0,0.03,0.01,0.0
A3,25.0,A10,0.14,0.0,0.0
A6,23.0,A0,0.11,,0.0
A17,23.0,A7,0.08,,0.0
A11,29.0,A5,0.0,0.45,0.0
A1,27.0,A3,0.71,,0.0
A4,25.0,A9,0.49,0.03,0.03
A15,15.0,A0,0.0,0.0,0.3
A0,18.0,A4,0.08,0.05,0.0
A2,34.0,A10,0.0,0.0,0.1
A3,29.0,A2,0.01,0.0,0.0
A23,35.0,A7,2.64,1.2,0.03
A9,28.0,A2,0.52,0.21,0.0
A5,33.0,A10,0.0,0.0,0.02
A5,29.0,A6,0.09,0.01,0.0
A9,27.0,A0,0.21,,0.0
A13,23.0,A7,0.03,0.01,0.0
A5,28.0,A8,0.73,,0.0
A4,29.0,A9,0.0,,0.0
A9,29.0,A4,0.0,0.0,0.01
A1,27.0,A10,0.14,0.0,0.18
A18,1.0,A2,0.74,0.04,0.0
A4,31.0,A9,0.05,0.01,0.0
A6,23.0,A9,0.35,0.27,0.21
A2,34.0,A11,0.0,,0.12
A1,,A2,0.35,,0.0
A1,30.0,A7,0.22,,0.0
A6,22.0,A0,0.21,0.17,0.16
A1,31.0,A8,0.08,,0.0
A7,34.0,A2,0.12,0.37,0.0
A1,29.0,A8,0.0,0.05,0.0
A2,32.0,A2,0.06,0.2,0.0
A11,34.0,A3,0.08,,0.0
A21,20.0,A11,0.13,0.03,0.0
A0,17.0,A11,0.19,0.13,0.0
A2,35.0,A2,0.0,0.01,0.08
A3,32.0,A2,0.0,0.0,0.11
A6,27.0,A3,0.3,0.01,0.0
A6,24.0,A2,0.09,0.07,0.0
A6,23.0,A8,0.27,0.21,0.0
A9,29.0,A8,1.97,,0.0
A5,30.0,A2,0.08,,0.0
A3,25.0,A9,0.0,,0.01
A1,27.0,A8,1.15,0.41,0.0
A1,28.0,A8,0.0,0.0,0.04
A11,30.0,A9,0.12,,0.0
A17,25.0,A0,0.93,0.24,0.25
A9,28.0,A0,0.0,,0.0
A6,23.0,A7,0.25,,0.0
A15,13.0,A11,1.48,,0.0
A5,34.0,A2,0.03,0.04,0.0
A10,23.0,A6,0.18,0.07,0.17
A2,31.0,A2,0.16,0.03,0.0
A1,25.0,A5,0.1,0.01,0.0
A2,35.0,A2,0.0,,0.01
A13,22.0,A9,0.03,0.01,0.0
A1,27.0,A3,0.0,0.0,0.1
A7,36.0,A2,0.0,0.0,0.01
A10,21.0,A0,0.03,0.01,0.0
A13,22.0,A10,0.02,,0.0
A6,26.0,A11,0.0,0.0,0.02
A5,34.0,A10,0.03,0.0,0.02
A0,16.0,A3,0.05,,0.0
A1,30.0,A3,0.13,0.0,0.0
A7,35.0,A7,0.61,0.78,0.06
A11,36.0,A7,0.06,0.1,0.0
A7,34.0,A7,0.34,0.56,0.04
A5,32.0,A2,0.35,0.37,0.01
A2,31.0,A6,0.05,0.04,0.0
A11,17.0,A7,4.03,0.0,0.09
A6,24.0,A8,0.26,0.2,0.0
A1,28.0,A4,0.02,0.0,0.0
A5,31.0,A11,0.0,0.04,0.04
A0,16.0,A11,2.26,1.89,1.36
A10,23.0,A6,0.02,0.01,0.0
A1,24.0,A4,0.06,0.0,0.0
A10,26.0,A10,0.0,0.0,0.03
A11,33.0,A7,0.23,0.41,0.0
A3,26.0,A7,0.26,,0.0
A15,15.0,A8,0.0,,0.05
A6,25.0,A2,1.47,1.39,0.03
A11,36.0,A5,0.0,,0.0
A6,28.0,A2,0.06,0.05,0.0
A6,20.0,A4,0.0,0.0,0.09
A12,11.0,A10,0.0,,0.38
A9,28.0,A4,0.09,0.08,0.0
A8,17.0,A7,0.0,,0.15
A4,32.0,A7,0.1,0.06,0.0
A13,23.0,A11,0.02,,0.0
A11,31.0,A2,0.05,,0.0
A15,15.0,A10,0.0,,0.09
A17,25.0,A2,0.05,0.01,0.0
A5,28.0,A8,0.08,0.0,0.0
A11,28.0,A5,0.01,,0.0
A3,24.0,A3,0.05,0.0,0.0
A10,24.0,A10,1.26,0.18,0.35
A1,31.0,A10,0.0,,0.01
A1,29.0,A2,1.34,0.37,0.0
A1,28.0,A2,0.22,0.0,0.22
A6,22.0,A4,0.0,0.0,0.02
A1,30.0,A8,0.0,0.0,0.06
A6,24.0,A0,1.26,0.12,0.0
A6,25.0,A2,2.08,0.83,0.46
A21,19.0,A8,0.15,0.04,0.0
A0,18.0,A11,0.27,0.18,0.0
A5,34.0,A10,0.0,0.0,0.14
A3,,A0,0.11,,0.0
A6,29.0,A3,0.0,0.0,0.04
A3,25.0,A10,0.08,,0.0
A3,30.0,A4,0.0,0.0,0.03
A11,31.0,A7,0.14,0.18,0.0
A0,17.0,A2,0.47,,0.0
A11,35.0,A9,0.0,0.03,0.0
A9,31.0,A10,0.0,0.0,0.19
A0,20.0,A6,0.16,0.11,0.0
A6,29.0,A0,0.12,0.01,0.0
A0,19.0,A2,0.04,0.03,0.0
A12,15.0,A8,0.0,0.0,0.3
A6,28.0,A6,0.06,,0.0
A13,23.0,A0,0.16,0.05,0.0
A11,28.0,A0,0.0,,0.0
A8,18.0,A4,0.0,0.0,0.09
A3,30.0,A2,0.0,0.0,0.06
A9,30.0,A4,0.08,0.0,0.0
A9,29.0,A3,0.1,0.01,0.0
A6,20.0,A1,0.0,0.0,0.04
A9,28.0,A1,0.16,0.0,0.0
A0,18.0,A5,0.0,,0.04
A1,31.0,A4,0.09,0.0,0.0
A5,28.0,A7,1.15,0.85,0.1
A6,29.0,A0,0.07,0.05,0.0
A9,29.0,A8,0.14,0.0,0.0
A0,17.0,A2,0.0,,0.34
A13,24.0,A7,0.78,0.4,0.0
A11,27.0,A9,0.0,,0.0
A3,32.0,A10,0.0,0.0,0.06
A6,23.0,A7,0.28,0.22,0.0
A6,,A10,0.29,0.23,0.38
A21,17.0,A9,0.06,0.01,0.0
A11,31.0,A7,0.01,0.05,0.0
A1,30.0,A10,0.24,0.0,0.09
A0,17.0,A11,0.0,,0.07
A1,30.0,A2,0.15,0.16,0.0
A4,31.0,A9,0.29,0.0,0.0
A9,29.0,A0,0.33,0.34,0.09
A11,21.0,A5,0.0,,0.0
A1,29.0,A3,0.15,0.12,0.0
A15,16.0,A10,0.0,,0.04
A11,32.0,A5,0.0,0.02,0.0
A16,36.0,A2,0.0,0.0,0.04
A6,22.0,A5,0.0,0.0,0.65
A1,31.0,A8,0.07,,0.0
A1,26.0,A3,0.09,0.02,0.86
A6,24.0,A0,0.0,0.0,0.54
A10,21.0,A11,0.09,0.03,0.08
A5,32.0,A2,0.0,0.0,0.11
A5,33.0,A2,0.0,0.02,0.0
A13,25.0,A0,0.4,,0.0
A2,35.0,A2,0.0,0.0,0.03
A0,18.0,A2,1.21,0.14,0.1
A13,24.0,A10,1.99,,0.0
A6,22.0,A4,0.0,,0.03
A3,26.0,A0,0.0,0.0,0.1
A16,35.0,A10,0.0,0.0,0.03
A17,25.0,A2,0.12,,0.0
A10,24.0,A8,0.32,0.12,0.0
A0,19.0,A4,0.02,0.01,0.0
A9,29.0,A6,0.11,0.0,0.0
A4,31.0,A2,0.05,0.03,0.0
A13,23.0,A0,0.15,0.04,0.0
A1,27.0,A4,0.09,0.0,0.0
A4,28.0,A8,0.12,0.56,0.0
A1,28.0,A8,0.0,0.0,0.02
A4,28.0,A7,0.08,,0.0
A1,29.0,A4,0.15,0.22,0.0
A0,20.0,A0,0.23,0.16,0.0
A3,-52.60668684673597,A10,0.03,,0.0
A4,33.0,A0,2.1,,0.0
A9,31.0,A2,0.02,,0.0
A11,33.0,A2,0.06,0.11,0.0
A1,25.0,A1,0.1,0.02,0.03
A11,27.0,A8,0.01,0.0,0.0
A0,17.0,A0,0.59,0.4,0.0
A0,17.0,A5,0.0,,0.18
A4,28.0,A7,0.15,0.1,0.0
A12,19.0,A6,3.4,,0.15
A0,16.0,A0,0.16,0.11,0.04
A13,24.0,A0,0.48,,0.0
A9,30.0,A3,0.32,,0.0
A16,35.0,A2,0.01,0.0,0.04
A5,27.0,A2,0.14,,0.0
A5,33.0,A9,0.33,0.74,0.05
A0,21.0,A0,0.78,,0.0
A9,28.0,A8,0.09,0.01,0.0
A4,28.0,A2,0.04,,0.01
A6,22.0,A0,0.0,0.0,0.04
A0,17.0,A8,1.18,0.27,0.0
A5,32.0,A11,0.35,0.24,0.07
A2,36.0,A2,0.02,0.04,0.0
A28,13.0,A11,0.0,0.0,0.14
A17,22.0,A0,0.03,0.01,0.0
A4,30.0,A0,0.01,0.0,0.0
A4,28.0,A9,0.06,0.14,0.0
A6,23.0,A2,0.11,0.09,0.0
A5,35.0,A2,0.0,0.0,0.25
A9,27.0,A2,0.0,0.0,0.03
A0,20.0,A2,0.1,0.07,0.0
A18,1.0,A3,0.42,,0.0
A6,23.0,A0,0.18,0.14,0.0
A6,29.0,A11,0.0,,0.04
A11,26.0,A5,0.0,0.03,0.0
A7,36.0,A0,0.28,3.75,0.06
A11,31.0,A2,0.04,,0.0
A15,16.0,A8,0.0,0.0,0.08
A7,36.0,A2,0.01,,0.0
A4,32.0,A0,2.6,,0.01
A0,16.0,A0,0.51,0.35,0.0
A3,28.0,A11,0.0,0.0,0.26
A4,31.0,A8,0.1,0.0,0.0
A5,35.0,A11,0.0,,0.04
A6,24.0,A0,0.0,0.0,0.55
A6,22.0,A0,0.03,0.03,0.0
A11,35.0,A9,0.0,,0.0
A6,29.0,A11,0.0,,0.03
A17,25.0,A6,0.76,,0.0
A13,22.0,A6,0.04,,0.0
A3,24.0,A8,0.0,0.0,0.13
A6,22.0,A11,0.42,0.33,0.0
A17,25.0,A11,0.16,0.04,0.0
A6,23.0,A5,0.09,,0.0
A9,29.0,A3,0.18,0.0,0.0
A6,26.0,A6,0.01,0.01,0.0
A5,28.0,A0,0.13,0.2,0.0
A1,28.0,A0,0.0,0.0,0.23
A11,29.0,A2,0.0,0.03,0.0
A5,31.0,A2,0.13,,0.0
A6,25.0,A2,0.64,,0.0
A16,31.0,A0,0.05,,0.01
A21,20.0,A2,0.29,0.06,0.0
A5,29.0,A5,0.0,,0.04
A5,27.0,A0,0.12,0.02,0.0
A19,7.0,A11,0.77,,1.42
A6,25.0,A2,0.0,,0.44
A11,31.0,A8,0.01,,0.0
A5,28.0,A0,0.46,,0.02
A2,32.0,A2,0.0,0.0,0.05
A1,28.0,A3,0.7,,0.0
A1,26.0,A10,0.0,0.0,0.18
A1,29.0,A8,0.05,0.0,0.0
A21,18.0,A8,0.08,0.02,0.0
A12,18.0,A10,0.0,,2.34
A10,23.0,A6,1.04,,0.0
A17,23.0,A8,0.04,0.01,0.0
A6,26.0,A4,0.0,,0.05
A9,29.0,A4,0.09,0.1,0.0
A17,23.0,A11,0.0,0.0,0.2
A4,32.0,A0,0.29,0.18,0.0
A9,27.0,A9,0.2,,0.11
A10,25.0,A4,0.02,,0.0
A13,25.0,A7,0.04,,0.0
A0,20.0,A11,0.04,0.03,0.0
A11,29.0,A5,0.0,0.02,0.0
A1,29.0,A8,0.14,0.01,0.0
A4,29.0,A2,0.84,0.35,0.0
A17,22.0,A0,0.0,0.0,0.11
A11,32.0,A10,0.14,0.13,0.0
A21,20.0,A9,0.0,,0.1
A1,31.0,A1,0.0,,0.0
A6,26.0,A10,0.08,0.06,0.19
A11,33.0,A7,0.0,0.03,0.0
A4,31.0,A3,0.08,,0.0
A23,34.0,A2,0.9,0.53,0.0
A1,27.0,A2,0.17,0.09,0.0
A4,32.0,A0,2.53,0.16,0.0
A1,30.0,A3,0.02,0.0,0.0
A3,31.0,A4,0.0,0.0,0.02
A1,26.0,A2,0.05,0.0,0.0
A5,31.0,A7,0.0,0.01,0.0
A6,26.0,A11,0.09,0.07,0.19
A17,25.0,A4,0.27,,0.0
A16,34.0,A10,0.0,,0.07
A13,21.0,A9,0.15,0.04,0.0
A11,34.0,A2,0.0,0.09,0.0
A3,27.0,A9,0.02,0.0,0.0
A4,28.0,A8,0.25,0.0,0.0
A2,34.0,A4,0.0,0.0,0.04
A1,31.0,A2,0.12,0.17,0.0
A0,16.0,A7,0.02,,0.0
A6,27.0,A0,0.0,0.0,0.31
A1,27.0,A0,0.0,0.0,0.03
A6,26.0,A1,0.0,0.23,0.0
A3,27.0,A2,0.15,0.17,0.0
A6,22.0,A0,3.36,0.21,0.01
A0,16.0,A0,0.15,0.1,0.0
A6,26.0,A10,0.09,0.07,0.15
A4,29.0,A2,0.15,0.14,0.0
A1,,A3,0.12,0.0,0.0
A23,36.0,A2,0.27,0.19,0.01
A5,29.0,A9,0.52,,0.0
A3,26.0,A6,2.45,1.02,0.0
A10,25.0,A8,0.12,0.05,0.0
A13,23.0,A10,0.19,0.06,0.0
A1,28.0,A3,0.31,,0.0
A6,28.0,A4,0.0,0.0,0.06
A8,16.0,A7,0.0,0.0,0.05
A9,26.0,A2,0.19,0.01,0.0
A0,19.0,A2,0.29,,0.0
A0,19.0,A10,0.02,0.01,0.0
A3,26.0,A5,0.02,0.01,0.0
A10,25.0,A2,0.44,0.16,0.0
A1,28.0,A5,0.02,,0.0
A6,85.17446197408418,A0,0.32,,0.01
A0,18.0,A8,0.17,0.12,0.0
A9,29.0,A8,0.03,0.0,0.0
A17,23.0,A11,0.53,0.14,0.0
A23,35.0,A2,0.35,,0.0
A6,27.0,A0,0.28,,0.0
A13,23.0,A7,0.13,,0.0
A9,28.0,A1,0.14,0.0,0.0
A11,29.0,A1,0.0,0.01,0.0
A6,24.0,A8,0.33,0.26,0.0
A7,35.0,A11,0.0,,0.04
A5,31.0,A6,0.33,0.51,0.01
A5,35.0,A0,0.4,1.98,0.05
A13,24.0,A4,0.05,0.02,0.0
A3,29.0,A2,0.0,,0.06
A3,32.0,A4,0.0,0.0,0.23
A5,35.0,A0,0.08,0.18,0.15
A7,36.0,A2,0.02,0.06,0.11
A5,31.0,A7,0.09,0.1,0.0
A5,33.0,A5,0.1,0.17,0.0
A5,31.0,A4,0.0,,0.11
A4,36.0,A0,0.06,0.01,0.0
A15,14.0,A10,0.0,0.0,0.32
A22,32.0,A8,2.55,,0.46
A1,29.0,A4,0.0,,0.03
A13,22.0,A2,0.14,,0.0
A9,31.0,A8,0.2,,0.0
A3,30.0,A5,0.0,,0.11
A13,25.0,A6,0.02,0.01,0.0
A4,,A0,0.0,0.07,0.0
A1,28.0,A8,0.44,0.01,0.0
A5,30.0,A10,0.19,,0.0
A0,17.0,A3,0.2,0.14,0.0
A4,32.0,A2,0.43,0.26,0.0
A3,28.0,A10,0.19,,0.63
A5,36.0,A2,0.03,0.07,0.0
A1,28.0,A8,0.5,,0.0
A0,21.0,A5,0.0,0.0,0.58
A5,30.0,A9,0.05,,0.0
A11,31.0,A2,0.06,0.01,0.0
A15,14.0,A0,0.0,0.0,0.28
A9,,A7,1.19,0.84,0.0
A6,21.0,A11,0.37,,0.0
A3,32.0,A2,0.05,0.19,0.02
A1,30.0,A1,0.11,0.0,0.0
A11,29.0,A7,0.01,0.14,0.0
A6,25.0,A2,0.02,0.02,0.0
A3,31.0,A0,0.15,0.0,0.0
A6,27.0,A11,0.06,0.05,0.04
A1,27.0,A8,0.12,,0.0
A5,28.0,A6,2.8,2.05,0.17
A5,30.0,A10,0.0,0.0,0.02
A0,18.0,,0.11,0.07,0.0
A0,16.0,A4,0.01,0.01,0.0
A0,17.0,A2,0.0,,0.16
A5,27.0,A0,0.89,0.01,0.0
A16,35.0,A0,0.0,0.05,0.0
A9,31.0,A8,0.0,,0.0
A22,33.0,A8,0.01,,0.0
A4,31.0,A8,0.04,0.0,0.0
A6,27.0,A11,0.0,0.0,0.01
A1,26.0,A10,0.37,0.02,0.14
A16,32.0,A8,0.0,0.0,0.01
A13,25.0,A4,0.05,0.02,0.0
A0,17.0,A9,0.18,0.12,0.0
A1,29.0,A6,0.02,0.0,0.0
A0,20.0,A9,0.06,0.04,0.0
A9,30.0,A7,0.1,0.0,0.0
A7,33.0,A6,0.43,0.67,0.42
A6,22.0,A9,0.23,,0.0
A11,31.0,A2,0.0,,0.0
A6,22.0,A7,0.64,0.5,0.0
A1,29.0,A4,0.19,0.43,0.0
A16,35.0,A4,0.0,0.0,0.03
A0,15.0,A9,0.5,0.34,0.0
A9,29.0,A4,0.07,,0.0
A14,20.0,A4,0.0,0.0,0.08
A15,13.0,A0,0.0,,0.69
A9,28.0,A8,0.14,0.0,0.0
A6,26.0,A10,0.0,0.0,0.16
A1,28.0,A8,0.0,0.0,0.22
A16,35.0,A2,0.0,0.01,0.0
A10,24.0,A10,0.06,,0.0
A0,17.0,A9,0.05,,0.0
A4,33.0,A7,0.07,0.04,0.01
A18,1.0,A2,0.46,,0.0
A16,35.0,A2,0.0,0.0,0.02
A6,25.0,A0,0.05,0.04,0.0
A1,26.0,A2,0.73,0.03,0.0
A3,31.0,A10,0.0,0.0,0.11
A0,15.0,A8,0.0,0.0,0.04
A6,21.0,A3,0.0,0.0,0.03
A1,30.0,A3,0.06,,0.0
A3,31.0,A8,0.0,0.0,0.06
A23,34.0,A2,0.04,,0.0
A6,25.0,A4,0.0,0.0,0.08
A6,23.0,A2,0.26,0.2,0.0
A3,29.0,A11,0.15,0.04,0.1
A6,26.0,A7,0.03,,0.0
A21,19.0,A0,0.55,0.02,0.0
A9,29.0,A10,0.0,,0.25
A11,34.0,A10,0.0,0.08,0.0
A0,17.0,A9,0.06,0.04,0.0
A0,15.0,A10,0.0,,1.1
A6,27.0,A8,0.0,,0.03
A21,18.0,A0,0.05,0.01,0.0
A5,30.0,A8,0.05,0.03,0.0
A1,27.0,A4,0.0,0.0,0.02
A1,28.0,A3,0.07,0.01,0.0
A1,26.0,A5,0.05,0.03,0.0
A11,26.0,A7,0.0,0.02,0.0
A6,23.0,A0,0.0,,0.52
A2,35.0,A3,0.0,0.0,0.01
A1,25.0,A7,0.05,,0.0
A11,28.0,A2,0.01,,0.0
A0,17.0,A2,0.1,0.07,0.0
A9,29.0,A8,0.21,,0.0
A4,29.0,A9,0.32,0.4,0.0
A0,16.0,A6,0.04,,0.0
A16,32.0,A2,0.0,,0.06
A3,28.0,A8,0.09,0.01,0.0
A21,19.0,A0,0.01,0.26,0.22
A2,31.0,A11,0.15,,0.0
A6,24.0,A5,0.04,0.03,0.0
A5,29.0,A0,0.3,1.27,0.46
A13,23.0,A0,0.29,0.08,0.0
A1,,A10,0.0,,0.07
A10,22.0,A6,0.02,0.01,0.0
A5,33.0,A6,0.02,0.07,0.0
A20,14.0,A6,1.24,0.43,0.03
A8,16.0,A11,0.0,0.0,0.35
A6,27.0,A8,0.0,0.0,0.08
A11,32.0,A2,0.07,0.13,0.0
A1,29.0,A2,0.1,0.0,0.0
A5,34.0,A4,0.0,0.0,0.04
A13,22.0,A7,0.16,0.05,0.0
A10,23.0,A6,0.03,0.01,0.0
A6,24.0,A9,0.6,0.47,0.0
A17,25.0,A2,0.09,0.02,0.0
A1,30.0,A4,0.02,,0.0
A9,29.0,A8,0.03,,0.0
A5,29.0,A9,0.0,0.06,0.0
A3,32.0,A2,0.0,,0.05
A13,25.0,A0,0.29,0.38,0.0
A13,22.0,A6,0.14,0.04,0.0
A6,27.0,A11,0.0,,0.02
A3,26.0,A8,0.1,0.0,0.0
A4,35.0,A2,0.19,0.21,0.0
A3,31.0,A2,0.0,0.0,0.11
A10,21.0,A6,0.1,0.04,0.0
A4,28.0,A2,6.76,3.1,0.14
A10,22.0,A2,0.09,,0.0
A4,30.0,A7,0.19,0.0,0.0
A4,31.0,A2,2.99,,0.04
A16,35.0,A5,0.0,,0.02
A9,28.0,A2,0.3,0.29,0.01
A0,21.0,A0,0.47,,0.0
A9,30.0,A7,0.09,0.0,0.0
A3,25.0,A2,0.1,0.0,0.0
A9,27.0,A0,0.2,0.01,0.03
A2,35.0,A8,0.0,,0.07
A21,19.0,A7,0.17,0.04,0.0
A18,2.0,A7,0.73,0.04,0.0
A4,29.0,A7,0.15,0.06,0.05
A18,1.0,A2,0.38,,0.0
A0,15.0,A10,0.21,0.14,0.21
A0,16.0,A0,0.55,,0.0
A3,31.0,A11,0.09,0.07,0.15
A0,17.0,A9,4.02,,2.54
A11,27.0,A1,0.0,0.01,0.0
A3,27.0,A10,0.02,,0.05
A4,31.0,A11,0.0,,0.02
A2,34.0,A4,0.0,0.0,0.13
A16,35.0,A2,0.0,0.02,0.01
A17,24.0,A2,0.29,0.08,0.0
A9,27.0,A4,0.0,,0.01
A5,33.0,A2,0.12,,0.34
A6,22.0,A0,0.06,0.05,0.0
A15,17.0,A6,0.0,0.0,0.36
A1,31.0,A4,0.0,0.0,0.02
A0,18.0,A8,0.0,0.0,0.05
A16,34.0,A4,0.0,0.0,0.02
A1,27.0,A2,0.1,,0.0
A4,28.0,A6,0.29,0.26,0.0
A5,35.0,A2,0.01,0.0,0.01
A0,17.0,A9,0.65,,0.0
A0,18.0,A2,1.88,1.47,2.02
A0,17.0,A10,0.07,0.05,0.0
A4,29.0,A7,0.28,0.22,0.0
A5,35.0,A0,0.02,0.09,0.0
A1,28.0,A8,0.85,0.58,0.0
A13,24.0,A2,0.16,,0.0
A6,25.0,A2,0.34,0.01,0.0
A1,30.0,A10,0.0,,0.54
A10,26.0,A9,0.81,0.3,0.0
A1,29.0,A1,0.03,,0.0
A0,16.0,A9,0.07,0.05,0.0
A11,27.0,A5,0.0,,0.0
A1,30.0,A3,0.04,0.01,0.0
A0,19.0,A10,0.94,0.44,0.39
A9,32.0,A8,0.15,0.04,0.0
A15,14.0,A11,0.0,0.0,0.56
A6,27.0,A8,0.0,,0.0
A4,33.0,A0,0.4,0.1,0.0
A10,23.0,A6,1.2,,0.29
A10,22.0,A2,0.2,,0.0
A4,33.0,A0,1.97,0.07,0.0
A0,19.0,A4,0.0,0.0,0.03
A6,25.0,A0,0.21,0.16,0.0
A5,31.0,A2,0.05,0.01,0.0
A10,25.0,A0,0.17,0.06,0.0
A1,31.0,A8,0.01,,0.0
A27,14.0,A5,0.0,,0.14
A1,29.0,A4,0.1,0.12,0.0
A6,27.0,A4,0.13,0.1,0.0
A10,24.0,A4,0.47,0.18,0.0
A17,24.0,A11,0.03,,0.0
A0,19.0,A11,0.0,0.0,0.18
A13,22.0,A2,0.31,,0.0
A6,27.0,A0,0.14,,0.0
A4,34.0,A7,0.02,0.0,0.0
A1,29.0,A8,0.26,,0.0
A9,29.0,A9,0.19,0.23,0.0
A6,24.0,A8,0.09,0.07,0.0
A3,31.0,A4,0.0,,0.02
A11,34.0,A10,0.0,,0.0
A11,34.0,A7,0.0,0.13,0.0
A16,35.0,A6,0.0,0.0,0.03
A9,30.0,A4,0.0,0.04,0.0
A1,28.0,A3,0.03,0.0,0.0
A21,19.0,A3,0.25,0.06,0.11
A6,25.0,A9,0.01,,0.0
A22,33.0,A7,0.08,,0.0
A17,23.0,A9,0.04,0.01,0.0
A11,29.0,A5,0.0,,0.0
A14,18.0,A9,0.0,0.0,0.06
A0,19.0,A10,0.32,0.22,0.0
A11,30.0,A8,0.0,,0.0
A5,28.0,A0,0.64,0.0,0.0
A0,20.0,A8,0.0,0.0,0.15
A11,32.0,A9,0.0,,0.0
A1,27.0,A4,0.32,0.06,0.64
A3,27.0,A1,0.01,0.0,0.0
A9,30.0,A6,1.47,0.09,0.45
A6,23.0,A3,1.41,1.12,0.0
A18,1.0,A7,0.68,,0.0
A19,7.0,A6,0.45,,0.42
A2,32.0,A10,0.0,0.0,0.02
A0,18.0,A2,0.03,,0.04
A17,22.0,A7,0.56,0.15,0.0
A6,23.0,A2,0.45,,0.0
A3,28.0,A10,0.14,0.02,0.16
A1,27.0,A0,0.33,0.0,0.0
A11,31.0,A2,0.16,,0.0
A14,20.0,A7,0.0,0.0,0.05
A5,34.0,A10,0.0,0.0,0.03
A6,27.0,A0,0.02,,0.0
A6,27.0,A8,0.0,0.0,0.02
A6,25.0,A2,0.36,,0.0
A1,29.0,A8,0.28,,0.0
A1,27.0,A1,0.1,0.0,0.0
A21,17.0,A1,0.5,0.2,0.31
A5,29.0,A6,0.09,0.01,0.0
A6,24.0,A3,0.03,0.03,0.0
A7,34.0,A2,0.16,0.2,0.0
A7,36.0,A2,0.0,0.0,0.05
A0,22.0,A0,0.0,,0.08
A1,30.0,A10,0.0,0.0,0.06
A1,28.0,A4,0.03,,0.0
A13,26.0,A9,0.01,,0.0
A6,25.0,A2,0.78,,0.2
A0,17.0,A4,0.39,0.26,0.12
A19,7.0,A10,0.15,0.0,2.41
A4,31.0,A0,0.55,,0.0
A0,18.0,A11,1.27,0.42,0.0
A4,28.0,A2,0.07,,0.08
A6,27.0,A8,0.32,,0.0
A12,20.0,A1,0.29,0.17,0.75
A21,19.0,A6,0.71,0.2,0.0
A16,35.0,A2,0.0,0.0,0.02
A1,28.0,A8,0.0,0.2,0.0
A0,17.0,A0,1.13,0.05,0.0
A4,35.0,A8,0.23,0.1,0.0
A15,13.0,A2,0.0,,0.07
A4,30.0,A2,2.84,,0.03
A1,29.0,A10,0.16,,0.0
A11,36.0,A2,0.02,,0.0
A16,35.0,A2,0.0,,0.19
A5,34.0,A4,0.0,,0.02
A1,28.0,A10,0.51,0.29,0.01
A3,32.0,A10,0.0,,0.13
A11,25.0,A5,0.0,0.01,0.0
A1,27.0,A4,0.0,0.0,0.03
A0,20.0,A9,0.03,,0.0
A2,35.0,A2,0.0,0.0,0.02
A26,19.0,A10,0.0,0.0,0.18
A13,26.0,A2,0.11,0.03,0.0
A9,28.0,A3,0.0,,0.01
A3,32.0,A4,0.0,0.0,0.02
A2,31.0,A2,0.32,0.2,0.0
A3,29.0,A9,0.09,,0.0
A11,30.0,A10,0.01,,0.0
A6,30.0,A11,0.24,,0.0
A4,29.0,A11,0.2,0.16,0.0
A12,10.0,A9,1.73,0.69,0.59
A9,29.0,A5,0.0,,0.1
A17,26.0,A2,0.11,0.03,0.0
A7,36.0,A10,0.0,0.0,0.22
A6,28.0,A4,0.06,,0.0
A1,29.0,A8,0.08,0.0,0.0
A3,26.0,A8,0.0,,0.11
A6,25.0,A4,0.07,,0.0
A10,24.0,A9,0.02,0.01,0.0
A17,25.0,A9,0.43,,0.0
A1,29.0,A4,0.07,0.11,0.0
A1,27.0,,0.0,0.0,0.02
A0,15.0,A3,0.0,0.0,0.04
A1,28.0,A4,0.06,,0.0
A5,29.0,A9,0.0,,0.0
A6,27.0,A4,0.0,0.0,0.02
A0,16.0,A6,0.44,0.3,0.09
A11,34.0,A9,0.0,0.15,0.0
A1,28.0,A2,0.06,0.0,0.0
A9,31.0,A2,0.06,0.02,0.0
A6,27.0,A4,0.0,0.0,0.02
A6,25.0,A8,0.06,,0.0
A6,21.0,A8,0.0,,0.49
A0,18.0,A2,0.07,0.05,0.0
A1,28.0,A8,0.07,0.0,0.0
A4,29.0,A2,0.07,0.0,0.0
A6,28.0,A10,0.0,0.0,0.13
A5,35.0,A0,0.04,,0.0
A3,32.0,A5,0.0,0.0,0.02
A26,20.0,A10,0.0,,0.51
A21,19.0,A9,0.19,0.05,0.0
A10,24.0,A8,0.4,0.15,0.0
A13,23.0,A4,0.01,,0.0
A12,14.0,A6,2.49,0.98,1.57
A13,25.0,A2,0.01,0.0,0.0
A0,21.0,A9,0.08,,0.0
A13,26.0,A11,0.26,,0.0
A21,19.0,A7,0.21,0.05,0.0
A4,30.0,A7,1.55,0.81,0.04
